"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"98299011","Gift of The Mystical Elf","Normal Trap","Increase your Life Points by 300 points for each monster on the field.","None","None","","","","Normal","","","","","","","",""
"98287529","Amorphactor Pain, the Imagination Dracoverlord","Ritual Effect Monster","You can Ritual Summon this card with """"Amorphous Persona"""". If this card is Ritual Summoned: Your opponent skips their next Main Phase 1. Negate the effects of face-up Fusion, Synchro, and Xyz Monsters while they are on the field. If this card is sent from the field to the Graveyard: You can add 1 """"Dracoverlord"""" monster from your Deck to your hand, except """"Amorphactor Pain, the Imagination Dracoverlord"""".","2950","2500","","","","Dragon","EARTH","","","","","","",""
"98280324","Fluffal Sheep","Effect Monster","If you control a """"Fluffal"""" monster, except """"Fluffal Sheep"""", you can Special Summon this card (from your hand). You can return 1 other """"Fluffal"""" monster you control to the hand; Special Summon 1 """"Edge Imp"""" monster from your hand or Graveyard. You can only use this effect of """"Fluffal Sheep"""" once per turn.","400","800","","","","Fairy","EARTH","","","","","","",""
"98273947","Graceful Revival","Continuous Trap","Activate this card by targeting 1 Level 2 or lower monster in your Graveyard; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster leaves the field, destroy this card.","None","None","","","","Continuous","","","","","","","",""
"98266377","Elemental HERO Heat","Effect Monster","This card gains 200 ATK for each """"Elemental HERO"""" monster you control.","1600","1200","","","","Pyro","FIRE","","","","","","",""
"98263709","Galaxy Mirror Sage","Flip Effect Monster","FLIP: You gain 500 LP for each """"Galaxy"""" monster in your Graveyard. When this card is destroyed and sent from the field to the Graveyard after being flipped face-up: You can Special Summon 1 Level 4 or lower """"Galaxy"""" monster from your Deck or Graveyard in face-down Defense Position. Banish it when it leaves the field.","0","800","","","","Spellcaster","LIGHT","","","","","","",""
"98259197","Ojamuscle","Normal Spell","(This card is always treated as a """"Ojama"""" card.) Select 1 face-up """"Ojama King"""". Destroy all """"Ojama"""" monsters on the field, except the selected """"Ojama King"""". It gains 1000 ATK for each monster destroyed this way.","None","None","","","","Normal","","","","","","","",""
"98252586","Follow Wind","Equip Spell","Increase the ATK and DEF of a Winged Beast-Type monster equipped with this card by 300 points.","None","None","","","","Equip","","","","","","","",""
"98248208","Driangle, Dragon of the Dark Deep","Effect Monster","If 3 or more Level 10 monsters are in your field, GY, and/or banishment, while this card is in your hand: You can Special Summon this card. If this card is Special Summoned: You can send the top card of your Deck to the GY; this card gains 500 ATK, then if the card sent to the GY was a monster, inflict 1000 damage to your opponent, otherwise, you can send the new top card of your Deck to the GY. You can only use each effect of """"Driangle, Dragon of the Dark Deep"""" once per turn.","2100","3100","","","","Sea Serpent","WATER","","","","","","",""
"98239899","Blast with Chain","Normal Trap","Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. If this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.","None","None","","","","Normal","","","","","","","",""
"98234196","Clavkiys, the Magikey Skyblaster","Normal Monster","''Everyone is full of possibilities. Everything you do, moving forwards, stopping, closing, opening, is all in your hands. There are many doors in this world. To open them requires the Magic Key... 2 keys and 1 door... 2 wills and 1 body. Once the doors are opened, the worlds will be connected and the great power revealed.''","1900","1900","","","","Warrior","DARK","","","","","","",""
"98229575","U.A. Playmaker","Effect Monster","You can Special Summon this card (from your hand) by returning 1 """"U.A."""" monster you control to the hand, except """"U.A. Playmaker"""". You can only Special Summon """"U.A. Playmaker"""" once per turn this way. When another """"U.A."""" monster you control declares an attack: You can have this card lose exactly 800 ATK, and if it does, your attacking monster gains 800 ATK.","2600","2000","","","","Warrior","EARTH","","","","","","",""
"98225108","Leotaur","Effect Monster","If this card battles a non-Normal Monster, this card gains 500 ATK during the Damage Step only.","1500","1600","","","","Beast-Warrior","EARTH","","","","","","",""
"9822220","Lord of the Heavenly Prison","Effect Monster","During your Main Phase: You can activate this effect; this card in your hand becomes revealed until the end of your opponent's turn. While this card is revealed by this effect, Set cards on the field cannot be destroyed by card effects. If a Set Spell/Trap Card is activated (except during the Damage Step): You can Special Summon this card from your hand, then, if you activated this effect while this card was revealed, you can reveal and Set 1 Spell/Trap directly from your Deck, but banish it during the End Phase of the next turn. You can only use 1 """"Lord of the Heavenly Prison"""" effect per turn, and only once that turn.","3000","3000","","","","Rock","DARK","","","","","","",""
"98204536","Chronomaly Temple - Trilithon","Continuous Spell","If you control no monsters, or all monsters you control are """"Chronomaly"""" monsters: You can pay 500 LP; immediately after this effect resolves, Normal Summon 1 """"Chronomaly"""" monster from your hand. If a """"Chronomaly"""" or """"Number"""" Xyz Monster you control would activate an effect by detaching material, you can send this card to the GY instead of 1 of those materials. You can only use each effect of """"Chronomaly Temple - Trilithon"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"9817927","Gyaku-Gire Panda","Effect Monster","Increase the ATK of this card by 500 points for each monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.","800","1600","","","","Beast","EARTH","","","","","","",""
"98173209","Crimson Gaia","Continuous Spell","During your Main Phase: You can add 1 """"Red Dragon Archfiend"""" or 1 card that mentions it from your Deck or GY to your hand, except """"Crimson Gaia"""". When your """"Red Dragon Archfiend"""" declares an attack: You can change all monsters your opponent controls to face-down Defense Position. If a monster(s) on the field is destroyed by battle or card effect: You can Special Summon 1 """"Red Dragon Archfiend"""" from your GY. You can only use each effect of """"Crimson Gaia"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"98169343","Trickstar Corobane","Effect Monster","If you control no monsters, or all monsters you control are """"Trickstar"""" monsters: You can Special Summon this card from your hand. During the Damage Step, when your """"Trickstar"""" monster battles an opponent's monster (Quick Effect): You can send this card from your hand to the GY; that monster you control gains ATK equal to its original ATK until the end of this turn. You can only use 1 """"Trickstar Corobane"""" effect per turn, and only once that turn.","2000","1000","","","","Fairy","LIGHT","","","","","","",""
"98167225","Vaalmonica Creation","Continuous Trap","While you have 6 or more Resonance Counters on your field, """"Vaalmonica"""" Link Monsters you control gain 1200 ATK. You can only use each of the following effects of """"Vaalmonica Creation"""" once per turn. If your opponent Special Summons a monster(s), you can (except during the Damage Step): Immediately after this effect resolves, Link Summon 1 """"Vaalmonica"""" Link Monster. If this card is sent from the hand or field to the GY: You can place Resonance Counters on 1 card in your Pendulum Zone that you can place a Resonance Counter on, so it has 3 Resonance Counters.","None","None","","","","Continuous","","","","","","","",""
"98162242","Needle Burrower","Effect Monster","When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.","1700","1700","","","","Machine","DARK","","","","","","",""
"98162021","Shien's Daredevil","Effect Monster","When this card is Normal Summoned: Place 1 Bushido Counter on it (max. 1). This card gains 300 ATK while it has a Bushido Counter on it. Once per turn: You can target 1 face-up card on the field that you can place a Bushido Counter on; remove 1 Bushido Counter from this card, then place it on that target.","1600","1000","","","","Warrior","EARTH","","","","","","",""
"98159737","Tenyi Spirit - Adhara","Tuner Effect Monster","If you control no Effect Monsters: You can Special Summon this card from your hand. If you control a face-up non-Effect Monster: You can banish this card from your hand or GY, then target 1 of your banished Wyrm monsters, except this card; add it to your hand. You can only use each effect of """"Tenyi Spirit - Adhara"""" once per turn.","0","0","","","","Wyrm","EARTH","","","","","","",""
"98154550","Primitive Butterfly","Effect Monster","If you control no monsters, you can Special Summon this card (from your hand). Once per turn: You can increase the Levels of all Insect-Type monsters you currently control by 1.","1200","900","","","","Insect","WIND","","","","","","",""
"981540","Half Unbreak","Normal Trap","Target 1 monster on the field; this turn, that monster cannot be destroyed by battle, also any battle damage you take from attacks involving that monster is halved.","None","None","","","","Normal","","","","","","","",""
"98153934","Phantom Knights' Spear","Continuous Spell","Each time your opponent activates a card or effect that targets a """"The Phantom Knights"""" monster(s) you control, inflict 500 damage to your opponent immediately after it resolves. If a DARK monster you control would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead.","None","None","","","","Continuous","","","","","","","",""
"98147766","Genetic Woman","Effect Monster","Once per turn, you can pay 1000 Life Points and select 1 of your removed from play Psychic-Type monsters. Add it to your hand.","1700","1200","","","","Psychic","WIND","","","","","","",""
"98143165","Synchro Boost","Equip Spell","The equipped monster gains 500 ATK, and its Level is increased by 1.","None","None","","","","Equip","","","","","","","",""
"98139712","Skull Invitation","Continuous Trap","Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.","None","None","","","","Continuous","","","","","","","",""
"98127546","Underworld Goddess of the Closed World","Link Effect Monster","4+ Effect Monsters You can also use 1 monster your opponent controls as material to Link Summon this card. If this card is Link Summoned: You can negate the effects of all face-up monsters your opponent currently controls. This Link Summoned card is unaffected by your opponent's activated effects, unless they target this card. Once per turn, when your opponent activates a card or effect that Special Summons a monster(s) from the GY (Quick Effect): You can negate the activation.","3000","None","","","","Fiend","LIGHT","","","","","","",""
"98126725","Shien's Advisor","Effect Monster","If this card is Normal Summoned while you control a """"Six Samurai"""" monster: Declare 1 Monster Type; while this card is face-up on the field, monsters with the declared Monster Type cannot declare an attack or be Special Summoned.","1200","400","","","","Warrior","EARTH","","","","","","",""
"980973","Armed Dragon LV3","Effect Monster","During your Standby Phase: You can send this card to the GY; Special Summon 1 """"Armed Dragon LV5"""" from your hand or Deck.","1200","900","","","","Dragon","WIND","","","","","","",""
"98095162","Curious, the Lightsworn Dominion","Link Effect Monster","3 monsters with the same Attribute but different Types If this face-up card is destroyed by battle, or leaves the field because of an opponent's card effect while its owner controls it: You can target 1 card in your GY; add it to your hand. You can only use each of the following effects of """"Curious, the Lightsworn Dominion"""" once per turn. ● If this card is Link Summoned: You can send 1 card from your Deck to the GY. ● If a card(s) is sent from your Deck to the GY by an effect: Send the top 3 cards of your Deck to the GY.","2400","None","","","","Warrior","LIGHT","","","","","","",""
"98093548","Brotherhood of the Fire Fist - Elephant","Effect Monster","If this card is Normal or Special Summoned: You can send 1 face-up """"Fire Formation"""" Spell/Trap you control to the GY; Special Summon 1 """"Fire Fist"""" monster from your hand, except """"Brotherhood of the Fire Fist - Elephant"""". You can target 1 """"Fire Formation"""" Spell/Trap in your GY; shuffle it into the Deck, then, you can add 1 Level 5 or higher """"Fire Fist"""" monster from your Deck to your hand. You can only use each effect of """"Brotherhood of the Fire Fist - Elephant"""" once per turn.","1000","1800","","","","Beast-Warrior","FIRE","","","","","","",""
"98076754","Chosen of Zefra","Continuous Trap","This card gains these effects depending on the number of face-up """"Zefra"""" monsters with different names in your Extra Deck. ● 3 or more: Monsters you control gain 100 ATK for each face-up card in any Extra Deck. ● 5 or more: Monsters you control cannot be destroyed by an opponent's card effects. ● 8 or more: Monsters you control cannot be targeted by an opponent's card effects. ● 10: You can send this card to the Graveyard; shuffle all cards from your opponent's hand, field, and Graveyard into the Deck.","None","None","","","","Continuous","","","","","","","",""
"98075147","Spiked Snail","Normal Monster","''A very fast, bipedal snail with a pair of lethal arms.''","700","1300","","","","Insect","DARK","","","","","","",""
"98069388","Horn of Heaven","Counter Trap","When a monster(s) would be Summoned: Tribute 1 monster; negate the Summon, and if you do, destroy that monster(s).","None","None","","","","Counter","","","","","","","",""
"98049934","Epurrely Beauty","Xyz Effect Monster","2 Level 2 monsters Once per turn: You can target 1 Effect Monster your opponent controls; negate its effects until the end of this turn. This is a Quick Effect if this card has """"Purrely Pretty Memory"""" as material. Up to thrice per turn, when you activate a """"Purrely"""" Quick-Play Spell Card (Quick Effect): You can attach that card on the field to this card as material, then you can change the battle position of 1 monster your opponent controls.","1600","1100","","","","Fairy","WATER","","","","","","",""
"98049915","Mystic Lamp","Effect Monster","This monster can attack your opponent's Life Points directly.","400","300","","","","Spellcaster","DARK","","","","","","",""
"98049038","Stealthroid","Effect Monster","If this card attacks, destroy 1 Spell or Trap Card at the end of the Battle Phase if you control another """"roid"""" monster.","1200","0","","","","Machine","DARK","","","","","","",""
"98045062","Enemy Controller","Quick-Play Spell","Activate 1 of these effects. ● Target 1 face-up monster your opponent controls; change that target's battle position. ● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.","None","None","","","","Quick-Play","","","","","","","",""
"98024118","White Potan","Effect Monster","If you control a face-up Tuner monster, this card cannot be destroyed by battle. When a face-up Tuner monster you control is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent.","100","200","","","","Fairy","LIGHT","","","","","","",""
"98022050","Animadorned Archosaur","Effect Monster","If this card is Normal or Special Summoned: You can destroy 1 Dinosaur monster in your hand or face-up field, except """"Animadorned Archosaur"""", then add 1 Reptile, Sea Serpent, or Winged Beast monster with the same original Level as that destroyed monster, OR 1 """"Evolution Pill"""" Spell, from your Deck to your hand. You can only use this effect of """"Animadorned Archosaur"""" once per turn.","0","0","","","","Dinosaur","LIGHT","","","","","","",""
"98020526","Majestic Mirage","Continuous Trap","If a face-up card you control leaves the field by your card effect, or to activate the effect of your card, and the card that left the field was """"Stardust Dragon"""" or a Synchro Monster that mentioned it: You can apply 1 of the following effects, but you cannot apply that same effect of """"Majestic Mirage"""" again this turn. ● Special Summon 1 of those monsters. ● Banish 1 monster from your opponent's field or GY. ● Any damage you take this turn is halved.","None","None","","","","Continuous","","","","","","","",""
"98012938","Vulcan the Divine","Synchro Effect Monster","1 Tuner + 1 or more non-Tuner monsters If this card is Synchro Summoned: Target 1 face-up card you control and 1 face-up card your opponent controls; return those targets to the hand, but for the rest of this turn, you cannot activate cards, or the effects of cards, with the same name as those returned to the hand by this effect. You can only use this effect of """"Vulcan the Divine"""" once per turn.","2000","1600","","","","Beast-Warrior","FIRE","","","","","","",""
"98007437","Knight Armed Dragon, the Armored Knight Dragon","Effect Monster","If you Special Summon a Level 5 or higher Dragon monster(s): You can Special Summon this card from your hand. If this card is Special Summoned: You can make this card's Attribute and Level become the same as 1 of your banished Dragon monsters'. If this card is sent to the GY: You can target 1 Dragon monster you control; it gains 1000 ATK. Neither player can activate cards or effects in response to this effect's activation. You can only use each effect of """"Knight Armed Dragon, the Armored Knight Dragon"""" once per turn.","1400","1900","","","","Dragon","WIND","","","","","","",""
"97997309","Spellbook of Fate","Quick-Play Spell","If you control a Spellcaster-Type monster: You can banish up to 3 """"Spellbook"""" Spell Cards from your Graveyard; apply this effect, depending on the number of Spell Cards banished for this card's activation. You can only activate 1 """"Spellbook of Fate"""" per turn. ● 1: Return 1 Set Spell/Trap Card on the field to the hand. ● 2: Change 1 monster on the field to face-down Defense Position or face-up Attack Position. ● 3: Banish 1 card your opponent controls.","None","None","","","","Quick-Play","","","","","","","",""
"9798352","Prufinesse, the Tactical Trapper","Effect Monster","If this card is Normal or Special Summoned: You can banish 1 Trap from your Deck; increase this card's Level by 1. You can target 1 Trap in either GY; banish it, and if you do, increase this card's Level by 1. If this card in its owner's possession is destroyed by an opponent's card: You can Set 1 of your banished Normal Traps. You can only use each effect of """"Prufinesse, the Tactical Trapper"""" once per turn.","1800","0","","","","Fiend","DARK","","","","","","",""
"97973962","Aleister the Invoker of Madness","Link Effect Monster","2 monsters with different Types and different Attributes This card's name becomes """"Aleister the Invoker"""" while on the field or in the GY. If a monster is Fusion Summoned while you control this monster (except during the Damage Step): You can discard 1 card, and if you do, add 1 """"Invocation"""" or """"The Book of the Law"""" from your Deck to your hand. If this face-up card you control leaves the field because of an opponent's card effect: You can add 1 """"Omega Summon"""" from your Deck to your hand.","1800","None","","","","Spellcaster","DARK","","","","","","",""
"97973387","Droll Bird","Normal Monster","This monster stuns its enemies with a massive beak and ear-piercing wails.","600","500","","","","Winged Beast","WIND","","","","","","",""
"97970833","Last Resort","Normal Trap","Activate only when your opponent's monster declares an attack. You can select 1 """"Ancient City - Rainbow Ruins"""" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card.","None","None","","","","Normal","","","","","","","",""
"9794980","Knightmare Incarnation Idlee","Effect Monster","Level 9 monsters you control cannot be destroyed by card effects. You can only use each of the following effects of """"Knightmare Incarnation Idlee"""" once per turn. ● If the total Link Rating of the monsters on the field is 8 or more (Quick Effect): You can Special Summon this card from your hand. ● If this card is Special Summoned, while your opponent controls more Link Monsters than you do: You can send all Link Monsters on the field to the GY.","2100","2100","","","","Fairy","DARK","","","","","","",""
"97949165","Lyrilusc - Turquoise Warbler","Effect Monster","If you control no monsters, you can Special Summon this card (from your hand). If this card is Special Summoned from the hand: You can Special Summon 1 """"Lyrilusc"""" monster from your hand or Graveyard. You can only use this effect of """"Lyrilusc - Turquoise Warbler"""" once per turn.","100","100","","","","Winged Beast","WIND","","","","","","",""
"97947705","Backup Operator","Effect Monster","You can target 1 face-up monster that a Link Monster you control points to; Special Summon this card from your hand, and if you do, return that monster to the hand. If Special Summoned this way, banish this card when it leaves the field. You can only use this effect of """"Backup Operator"""" once per turn.","1200","800","","","","Cyberse","LIGHT","","","","","","",""
"97946536","Zektrike Kou-ou","Normal Spell","(This card is always treated as an """"Inzektor"""" card.) Send 1 other """"Inzektor"""" card from your hand or face-up field to the GY, then activate 1 of these effects; ● Choose 1 """"Inzektor"""" monster from your Deck and either Special Summon it, or equip it to 1 """"Inzektor"""" monster you control. ● Equip 1 """"Inzektor"""" Equip Spell from your Deck to 1 """"Inzektor"""" monster you control. You can only activate 1 """"Zektrike Kou-ou"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97940434","Chaos Hunter","Effect Monster","When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand. Your opponent cannot banish cards.","2500","1600","","","","Fiend","DARK","","","","","","",""
"97926515","Emerging Emergency Rescute Rescue","Normal Spell","If your LP is lower than your opponent's: Reveal 3 Beast monsters with 300 ATK and 100 DEF from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. You can only activate 1 """"Emerging Emergency Rescute Rescue"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97923414","Inpachi","Normal Monster","A log that attacks lost travelers in the forest. Originally a big tree, it was cut down and possessed by a wicked spirit.","1600","1900","","","","Machine","EARTH","","","","","","",""
"97922283","Howl of the Wild","Continuous Trap","When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control.","None","None","","","","Continuous","","","","","","","",""
"9791914","Silver Sentinel","Effect Monster","You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During the End Phase of the turn this Set card in your Spell & Trap Card Zone was destroyed by an opponent's card effect and sent to the Graveyard: Target 1 card your opponent controls (if possible); Special Summon this card from the Graveyard, and if you do, destroy that target (if any).","1500","1300","","","","Warrior","EARTH","","","","","","",""
"97904474","Handcuffs Dragon","Effect Monster","When this card is destroyed by battle with an attacking monster your opponent controls and is sent to the Graveyard, you can equip this card to that monster. The equipped monster loses 1800 ATK. When it is destroyed and this card is sent to the Graveyard, you can Special Summon this card.","1800","1800","","","","Dragon","WIND","","","","","","",""
"97896503","Zubaba Knight","Effect Monster","At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy that monster.","1600","900","","","","Warrior","EARTH","","","","","","",""
"97885363","Wattdragonfly","Effect Monster","If this card is destroyed by your opponent's card (either by battle or by card effect), you can Special Summon 1 """"Watt"""" monster from your Deck.","900","100","","","","Thunder","LIGHT","","","","","","",""
"97870394","Amazoness Spiritualist","Effect Monster","If this card is in your hand or GY: You can target 1 """"Amazoness"""" card you control, except """"Amazoness Spiritualist""""; return it to the hand, and if you do, Special Summon this card, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except """"Amazoness"""" monsters. If this card is Special Summoned: You can add 1 """"Polymerization"""" from your Deck to your hand. You can only use each effect of """"Amazoness Spiritualist"""" once per turn.","800","1800","","","","Warrior","EARTH","","","","","","",""
"9786492","White Dragon Ritual","Ritual Spell","This card is used to Ritual Summon """"Paladin of White Dragon"""". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more.","None","None","","","","Ritual","","","","","","","",""
"97864322","Emperor Charles the Great","Link Effect Monster","1 Level 9 """"Infernoble Knight Emperor Charles"""" equipped with an Equip Card(s) If this card is Link Summoned: You can target 1 """"Infernoble Knight Emperor Charles"""" in your GY; this card's name becomes that target's original name, and it gains that target's original effects, then equip that target to this card as an Equip Spell that gives it 500 ATK. Once per turn, when a Spell/Trap Card or effect is activated (Quick Effect): You can send 1 Equip Spell from your hand or face-up field to the GY; negate the activation, and if you do, destroy that card.","3000","None","","","","Warrior","FIRE","","","","","","",""
"9785661","Azamina Sol Erysichthon","Fusion Effect Monster","1 Illusion monster + 1 Fiend monster If this card is Fusion Summoned: You can target 1 card on the field; send it to the GY. During the Standby Phase: You can target 1 """"Azamina"""" or """"Sinful Spoils"""" card in your GY; add it to your hand. You can only use each effect of """"Azamina Sol Erysichthon"""" once per turn.","2700","0","","","","Illusion","DARK","","","","","","",""
"97854941","Valkyrie Sigrun","Effect Monster","If this card is in your hand: You can target 1 face-up Spell/Trap you control; send it to the GY, and if you do, Special Summon this card. If this card is Normal or Special Summoned: You can Special Summon 1 Level 8 or lower """"Valkyrie"""" monster from your hand or GY. You can only use each effect of """"Valkyrie Sigrun"""" once per turn.","2200","2400","","","","Fairy","LIGHT","","","","","","",""
"97843505","Djinn the Watcher of the Wind","Normal Monster","''This creature generates gale-force winds and tornadoes to blow its enemies away.''","700","900","","","","Spellcaster","WIND","","","","","","",""
"97836203","T.G. Halberd Cannon","Synchro Effect Monster","1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters Must be Synchro Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn, when a monster(s) would be Summoned: You can negate the Summon, and if you do, destroy that monster. This card must be face-up on the field to activate and to resolve this effect. When this card is sent from the field to the Graveyard: You can target 1 """"T.G."""" monster in your Graveyard; Special Summon that target.","4000","4000","","","","Machine","EARTH","","","","","","",""
"97811903","Clear Vice Dragon","Effect Monster","You are unaffected by the effects of """"Clear World"""". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK of the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead.","-1","0","","","","Dragon","DARK","","","","","","",""
"97809599","Seal of the Ancients","Normal Spell","Pay 1000 Life Points. Pick up and see all face-down cards on your opponent's side of the field, then return them to their original positions. (The effects of the face-down cards are not activated.)","None","None","","","","Normal","","","","","","","",""
"97806240","Forced Ceasefire","Normal Trap","Discard 1 card from your hand. No Trap Cards can be activated until the end of this turn.","None","None","","","","Normal","","","","","","","",""
"9780364","Gladiator Taming","Quick-Play Spell","If a face-up """"Gladiator Beast"""" monster is on the field, activate 1 of these effects: ● Select 1 face-up monster your opponent controls, and change its battle position. ● Select 1 face-up """"Gladiator Beast"""" monster your opponent controls, and take control of it until the End Phase.","None","None","","","","Quick-Play","","","","","","","",""
"97803170","Call of the Archfiend","Continuous Trap","You can target 1 Level 5 or higher Fiend monster in your GY; discard 1 Fiend monster, and if you do, Special Summon the targeted monster. You can only use this effect of """"Call of the Archfiend"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"97800311","Divine Serpent Apophis","Fusion Effect Monster","2 monsters that mention """"Temple of the Kings"""" Must be either Fusion Summoned, or Special Summoned by Tributing 2 """"Apophis"""" monsters. Once per turn: You can target up to 3 """"Apophis"""" Traps with different names in your GY; Set them. Once per turn, if a Trap Card is activated (except during the Damage Step): You can target 1 card your opponent controls; destroy it.","2800","2600","","","","Reptile","EARTH","","","","","","",""
"97795930","Phantasm Spiral Assault","Normal Trap","Target 1 """"Phantasm Spiral Dragon"""" you control; when it destroys 3 Effect Monsters your opponent controls, by battle, while equipped with 3 or more """"Phantasm Spiral"""" Equip Spell Cards with different names, you win the Duel. If """"Umi"""" is on the field, you can activate this card from your hand. If a Normal Monster(s) you control would be destroyed by battle or card effect, you can banish this card from your Graveyard instead.","None","None","","","","Normal","","","","","","","",""
"97792247","Stardust Assault Warrior","Synchro Effect Monster","1 Tuner + 1+ non-Tuner monsters When this card is Synchro Summoned while you control no other monsters: You can target 1 """"Junk"""" monster in your GY; Special Summon it. You can only use this effect of """"Stardust Assault Warrior"""" once per turn. If this card attacks a Defense Position monster, inflict piercing battle damage.","2100","1200","","","","Warrior","WIND","","","","","","",""
"97783659","Blood Sucker","Effect Monster","If this card inflicts battle damage to your opponent: Send the top card of their Deck to the GY.","1300","1500","","","","Zombie","DARK","","","","","","",""
"97783338","Gate Guardian of Water and Thunder","Fusion Effect Monster","""""Suijin"""" + """"Sanga of the Thunder"""" Must be Special Summoned (from your Extra Deck) by banishing the above cards you control. Once per Chain (Quick Effect): You can target 1 face-up monster your opponent controls; change its ATK to 0 until the end of this turn. You can only use this effect of """"Gate Guardian of Water and Thunder"""" twice per turn. If this face-up Special Summoned card in its owner's control leaves the field because of an opponent's card: You can Special Summon 1 of your banished """"Suijin"""" or """"Sanga of the Thunder"""".","2550","2300","","","","Aqua","WATER","","","","","","",""
"97769122","Barian's Chaos Draw","Normal Spell","To activate this card, you must draw it for your normal draw in your Draw Phase, reveal it, and keep it revealed until Main Phase 1. During that Main Phase: You can activate 1 of these effects; ● Send 1 """"Seventh"""" Normal Spell from your Deck to the GY; this effect becomes that Spell's effect when that card is activated. ● Special Summon up to 2 monsters from your Deck, but negate their effects, then immediately after this effect resolves, Xyz Summon 1 """"Number"""" monster using materials you control, including both those monsters.","None","None","","","","Normal","","","","","","","",""
"97750534","The Agent of Entropy - Uranus","Tuner Effect Monster","If """"The Sanctuary in the Sky"""" is on the field, you can Special Summon this card (from your hand). Once per turn: You can send 1 """"The Agent"""" monster from your Deck to the Graveyard, and if you do, this card's Level becomes the Level of the monster sent to the Graveyard by this effect.","2200","1200","","","","Fairy","DARK","","","","","","",""
"97738431","Numbers Overlay Boost","Normal Trap","Target 1 """"Number"""" Xyz Monster you control that has no Xyz Materials; attach 2 monsters from your hand to that face-up Xyz Monster, as Xyz Materials.","None","None","","","","Normal","","","","","","","",""
"97729135","Staring Contest","Continuous Spell","When you Special Summon a monster to the Extra Monster Zone: You can target 1 monster in your opponent's Main Monster Zone; move that target to their zone in the same column as that Extra Monster Zone monster. When your opponent Special Summons a monster to the Extra Monster Zone: You can target 1 monster in your Main Monster Zone; move that target to your zone in the same column as that Extra Monster Zone monster. These effects cannot be activated in the Damage Step.","None","None","","","","Continuous","","","","","","","",""
"97705809","Supercharge","Normal Trap","When your opponent declares an attack while the only monsters you control are Machine-Type """"roid"""" monster(s): Draw 2 cards.","None","None","","","","Normal","","","","","","","",""
"97698279","Centur-Ion Gargoyle II","Effect Monster","You can send 1 face-up """"Centur-Ion"""" card you control to the GY; Special Summon this card from your hand, also you cannot Special Summon """"Centur-Ion Gargoyle II"""" for the rest of this turn. If this card is sent to the GY as Synchro Material: You can add this card to your hand. During the Main Phase, if this card is a Continuous Trap: You can Special Summon this card, then you can reduce its Level by 4. You can only use each effect of """"Centur-Ion Gargoyle II"""" once per turn.","2000","3000","","","","Dragon","DARK","","","","","","",""
"97697678","Flying Saucer Muusik'i","Effect Monster","While this card is face-up on the field, you can select and add 1 """"Alien"""" card from your Deck to your hand instead of conducting your normal draw during your Draw Phase.","1000","2000","","","","Machine","LIGHT","","","","","","",""
"97697447","Abyss-strom","Normal Trap","Send 1 face-up """"Umi"""" you control to the Graveyard; send all Spell and Trap Cards on the field to the Graveyard.","None","None","","","","Normal","","","","","","","",""
"97692972","Amazoness Golden Whip Master","Pendulum Effect Monster","If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone. If an """"Amazoness"""" monster(s) is Special Summoned to your field, while this card is in your GY (except during the Damage Step): You can place this card in your Pendulum Zone. You can only use each effect of """"Amazoness Golden Whip Master"""" once per turn.","2000","1200","","","","Warrior","EARTH","","","","","","",""
